"issue_key","author_key","status","created_at","change_date","time_diff"
"PYTHON-2136","JIRAUSER1253561","Closed","2020-02-25 15:56:55","2020-06-26 21:02:03","10559108.000000"
"PYTHON-2135","april.schoffer","Closed","2020-02-24 19:35:43","2020-02-24 21:16:23","6040.000000"
"PYTHON-2134","april.schoffer","Closed","2020-02-24 19:34:51","2020-02-24 21:17:41","6170.000000"
"PYTHON-2133","shane.harvey","Open","2020-02-21 23:28:44","2020-02-21 23:30:34","110.000000"
"PYTHON-2133","rachelle.palmer","Scheduled","2020-02-21 23:28:44","2020-09-23 13:11:43","18538979.000000"
"PYTHON-2133","alexander.golin","Scheduled","2020-02-21 23:28:44","2020-11-04 00:42:39","22122835.000000"
"PYTHON-2133","behackett","In Code Review","2020-02-21 23:28:44","2020-12-04 01:06:36","24716272.000000"
"PYTHON-2133","behackett","Open","2020-02-21 23:28:44","2020-12-16 00:16:52","25750088.000000"
"PYTHON-2133","behackett","In Progress","2020-02-21 23:28:44","2021-01-14 03:36:25","28267661.000000"
"PYTHON-2133","behackett","In Code Review","2020-02-21 23:28:44","2021-01-14 04:30:02","28270878.000000"
"PYTHON-2133","behackett","In Progress","2020-02-21 23:28:44","2021-01-14 17:54:32","28319148.000000"
"PYTHON-2133","behackett","In Code Review","2020-02-21 23:28:44","2021-01-14 22:43:53","28336509.000000"
"PYTHON-2133","behackett","In Progress","2020-02-21 23:28:44","2021-01-14 22:58:55","28337411.000000"
"PYTHON-2133","behackett","In Code Review","2020-02-21 23:28:44","2021-01-16 01:14:23","28431939.000000"
"PYTHON-2133","behackett","In Progress","2020-02-21 23:28:44","2021-01-20 05:17:45","28792141.000000"
"PYTHON-2133","behackett","In Code Review","2020-02-21 23:28:44","2021-01-20 17:53:12","28837468.000000"
"PYTHON-2133","behackett","In Progress","2020-02-21 23:28:44","2021-01-20 21:15:13","28849589.000000"
"PYTHON-2133","behackett","In Code Review","2020-02-21 23:28:44","2021-01-20 21:45:10","28851386.000000"
"PYTHON-2133","behackett","In Progress","2020-02-21 23:28:44","2021-01-21 00:11:45","28860181.000000"
"PYTHON-2133","behackett","In Code Review","2020-02-21 23:28:44","2021-01-21 01:51:20","28866156.000000"
"PYTHON-2133","behackett","Open","2020-02-21 23:28:44","2021-01-22 22:11:39","29025775.000000"
"PYTHON-2133","behackett","In Progress","2020-02-21 23:28:44","2021-01-26 20:39:43","29365859.000000"
"PYTHON-2133","behackett","In Code Review","2020-02-21 23:28:44","2021-01-26 21:20:12","29368288.000000"
"PYTHON-2133","behackett","Open","2020-02-21 23:28:44","2021-01-26 22:29:14","29372430.000000"
"PYTHON-2133","behackett","In Progress","2020-02-21 23:28:44","2021-02-03 17:50:57","30046933.000000"
"PYTHON-2133","behackett","Open","2020-02-21 23:28:44","2021-02-03 17:59:27","30047443.000000"
"PYTHON-2133","behackett","Closed","2020-02-21 23:28:44","2021-02-03 21:23:21","30059677.000000"
"PYTHON-2132","behackett","Open","2020-02-20 22:59:37","2020-02-20 23:01:04","87.000000"
"PYTHON-2132","prashant.mital","In Progress","2020-02-20 22:59:37","2020-03-05 00:10:04","1127427.000000"
"PYTHON-2132","prashant.mital","Open","2020-02-20 22:59:37","2020-03-09 20:05:01","1544724.000000"
"PYTHON-2132","april.schoffer","Scheduled","2020-02-20 22:59:37","2020-03-09 20:24:23","1545886.000000"
"PYTHON-2132","prashant.mital","In Progress","2020-02-20 22:59:37","2020-03-11 21:19:20","1721983.000000"
"PYTHON-2132","prashant.mital","In Code Review","2020-02-20 22:59:37","2020-03-12 02:44:29","1741492.000000"
"PYTHON-2132","prashant.mital","Closed","2020-02-20 22:59:37","2020-03-13 18:12:38","1883581.000000"
"PYTHON-2131","shane.harvey","Closed","2020-02-19 08:46:49","2020-02-20 18:26:51","121202.000000"
"PYTHON-2130","shane.harvey","Open","2020-02-18 23:58:27","2020-02-21 20:27:45","246558.000000"
"PYTHON-2130","april.schoffer","Scheduled","2020-02-18 23:58:27","2020-02-24 21:23:14","509087.000000"
"PYTHON-2130","shane.harvey","In Progress","2020-02-18 23:58:27","2020-03-09 20:04:44","1713977.000000"
"PYTHON-2130","shane.harvey","In Code Review","2020-02-18 23:58:27","2020-03-09 23:17:42","1725555.000000"
"PYTHON-2130","shane.harvey","Closed","2020-02-18 23:58:27","2020-03-12 18:08:37","1966210.000000"
"PYTHON-2129","shane.harvey","In Code Review","2020-02-18 23:45:22","2020-02-19 00:55:43","4221.000000"
"PYTHON-2129","shane.harvey","Closed","2020-02-18 23:45:22","2020-02-19 21:08:58","77016.000000"
"PYTHON-2128","shane.harvey","Open","2020-02-14 19:10:54","2020-02-20 18:56:19","517525.000000"
"PYTHON-2128","behackett","Investigating","2020-02-14 19:10:54","2020-02-21 00:45:11","538457.000000"
"PYTHON-2128","behackett","In Code Review","2020-02-14 19:10:54","2020-02-21 05:25:13","555259.000000"
"PYTHON-2128","april.schoffer","Closed","2020-02-14 19:10:54","2020-02-24 21:09:12","871098.000000"
"PYTHON-2127","shane.harvey","Closed","2020-02-14 16:20:58","2020-02-20 18:29:12","526094.000000"
"PYTHON-2126","shane.harvey","In Code Review","2020-02-13 23:56:08","2020-02-14 00:17:39","1291.000000"
"PYTHON-2126","shane.harvey","Closed","2020-02-13 23:56:08","2020-02-19 21:08:40","508352.000000"
"PYTHON-2125","april.schoffer","Open","2020-02-12 22:51:51","2020-02-24 21:18:24","1031193.000000"
"PYTHON-2125","alexander.golin","Closed","2020-02-12 22:51:51","2020-09-15 15:56:53","18637502.000000"
"PYTHON-2124","shane.harvey","In Code Review","2020-02-12 22:02:29","2020-02-13 00:27:32","8703.000000"
"PYTHON-2124","shane.harvey","Closed","2020-02-12 22:02:29","2020-02-20 23:06:44","695055.000000"
"PYTHON-2123","esha.bhargava","Waiting (Blocked)","2020-02-12 15:29:14","2020-02-12 15:29:19","5.000000"
"PYTHON-2123","shane.harvey","In Progress","2020-02-12 15:29:14","2020-05-09 00:28:00","7462726.000000"
"PYTHON-2123","shane.harvey","In Code Review","2020-02-12 15:29:14","2020-06-03 20:56:14","9696420.000000"
"PYTHON-2123","shane.harvey","Closed","2020-02-12 15:29:14","2020-07-01 21:51:46","12118952.000000"
"PYTHON-2122","april.schoffer","Open","2020-02-11 19:09:05","2020-02-24 21:18:38","1130973.000000"
"PYTHON-2122","shane.harvey","Closed","2020-02-11 19:09:05","2021-02-02 23:35:36","30860791.000000"
"PYTHON-2121","april.schoffer","Waiting (Blocked)","2020-02-10 20:57:34","2020-02-10 21:07:36","602.000000"
"PYTHON-2121","april.schoffer","Scheduled","2020-02-10 20:57:34","2020-02-24 21:23:00","1211126.000000"
"PYTHON-2121","prashant.mital","Open","2020-02-10 20:57:34","2020-02-29 02:27:57","1575023.000000"
"PYTHON-2121","prashant.mital","Scheduled","2020-02-10 20:57:34","2020-03-20 18:26:16","3360522.000000"
"PYTHON-2121","prashant.mital","In Progress","2020-02-10 20:57:34","2020-03-26 23:48:16","3898242.000000"
"PYTHON-2121","esha.bhargava","Waiting (Blocked)","2020-02-10 20:57:34","2020-04-01 15:32:59","4386925.000000"
"PYTHON-2121","april.schoffer","Scheduled","2020-02-10 20:57:34","2020-04-13 20:28:23","5441449.000000"
"PYTHON-2121","prashant.mital","In Progress","2020-02-10 20:57:34","2020-04-17 18:25:40","5779686.000000"
"PYTHON-2121","prashant.mital","In Code Review","2020-02-10 20:57:34","2020-06-03 23:20:15","9858161.000000"
"PYTHON-2121","prashant.mital","Closed","2020-02-10 20:57:34","2020-06-08 22:16:01","10286307.000000"
"PYTHON-2120","shane.harvey","In Code Review","2020-02-10 19:17:42","2020-02-10 19:35:06","1044.000000"
"PYTHON-2120","shane.harvey","Open","2020-02-10 19:17:42","2020-02-10 20:50:43","5581.000000"
"PYTHON-2120","shane.harvey","Closed","2020-02-10 19:17:42","2020-02-10 20:51:15","5613.000000"
"PYTHON-2119","april.schoffer","Scheduled","2020-02-08 01:05:30","2020-02-10 21:09:44","245054.000000"
"PYTHON-2119","shane.harvey","In Progress","2020-02-08 01:05:30","2020-02-11 00:18:20","256370.000000"
"PYTHON-2119","shane.harvey","In Code Review","2020-02-08 01:05:30","2020-02-11 00:34:13","257323.000000"
"PYTHON-2119","shane.harvey","Closed","2020-02-08 01:05:30","2020-02-11 17:40:25","318895.000000"
"PYTHON-2118","shane.harvey","In Code Review","2020-02-08 01:02:04","2020-02-10 18:44:33","236549.000000"
"PYTHON-2118","shane.harvey","Closed","2020-02-08 01:02:04","2020-02-10 20:51:42","244178.000000"
"PYTHON-2117","behackett","Investigating","2020-02-07 14:05:30","2020-02-07 16:42:20","9410.000000"
"PYTHON-2117","behackett","In Code Review","2020-02-07 14:05:30","2020-02-07 23:28:04","33754.000000"
"PYTHON-2117","behackett","Closed","2020-02-07 14:05:30","2020-02-08 02:01:32","42962.000000"
"PYTHON-2116","april.schoffer","Open","2020-02-07 00:55:25","2020-02-10 21:10:12","332087.000000"
"PYTHON-2116","shane.harvey","In Code Review","2020-02-07 00:55:25","2020-04-20 23:32:29","6388624.000000"
"PYTHON-2116","shane.harvey","In Code Review","2020-02-07 00:55:25","2020-04-20 23:32:55","6388650.000000"
"PYTHON-2116","shane.harvey","Closed","2020-02-07 00:55:25","2020-04-21 19:52:56","6461851.000000"
"PYTHON-2116","shane.harvey","In Code Review","2020-02-07 00:55:25","2020-04-23 23:18:14","6646969.000000"
"PYTHON-115","mike","Closed","2010-04-05 13:50:44","2010-08-30 20:26:32","12724548.000000"
"PYTHON-2116","shane.harvey","Closed","2020-02-07 00:55:25","2020-04-24 17:00:49","6710724.000000"
"PYTHON-2115","april.schoffer","Scheduled","2020-02-06 22:22:54","2020-02-10 21:11:39","341325.000000"
"PYTHON-2115","shane.harvey","In Code Review","2020-02-06 22:22:54","2020-04-27 20:33:22","6991828.000000"
"PYTHON-2115","shane.harvey","Closed","2020-02-06 22:22:54","2020-04-29 00:02:53","7090799.000000"
"PYTHON-2114","shane.harvey","Closed","2020-02-03 19:03:46","2020-02-03 20:10:27","4001.000000"
"PYTHON-2113","april.schoffer","Open","2020-02-03 18:22:12","2020-02-03 21:13:21","10269.000000"
"PYTHON-2113","shane.harvey","In Progress","2020-02-03 18:22:12","2020-02-27 20:15:37","2080405.000000"
"PYTHON-2113","shane.harvey","In Code Review","2020-02-03 18:22:12","2020-02-27 20:28:44","2081192.000000"
"PYTHON-2113","shane.harvey","Closed","2020-02-03 18:22:12","2020-02-27 20:59:47","2083055.000000"
"PYTHON-2113","shane.harvey","Closed","2020-02-03 18:22:12","2020-02-27 20:59:54","2083062.000000"
"PYTHON-2112","april.schoffer","Scheduled","2020-02-03 17:52:00","2020-02-03 21:15:06","12186.000000"
"PYTHON-2112","shane.harvey","Closed","2020-02-03 17:52:00","2020-02-04 17:08:19","83779.000000"
"PYTHON-2112","shane.harvey","In Code Review","2020-02-03 17:52:00","2020-04-14 21:43:06","6148266.000000"
"PYTHON-2112","shane.harvey","Closed","2020-02-03 17:52:00","2020-04-14 23:07:36","6153336.000000"
"PYTHON-2111","april.schoffer","Open","2020-01-27 18:14:48","2020-01-27 21:05:08","10220.000000"
"PYTHON-2111","shane.harvey","Closed","2020-01-27 18:14:48","2021-04-23 23:09:54","39070506.000000"
"PYTHON-2110","behackett","Closed","2020-01-24 17:12:34","2020-01-24 21:30:51","15497.000000"
"PYTHON-2110","behackett","Open","2020-01-24 17:12:34","2020-01-29 20:11:22","442728.000000"
"PYTHON-2109","april.schoffer","Open","2020-01-24 00:38:22","2020-01-27 21:06:50","332908.000000"
"PYTHON-2108","shane.harvey","In Progress","2020-01-23 02:52:50","2020-01-23 22:28:51","70561.000000"
"PYTHON-2108","april.schoffer","Scheduled","2020-01-23 02:52:50","2020-02-03 21:08:52","1016162.000000"
"PYTHON-2108","april.schoffer","In Progress","2020-01-23 02:52:50","2020-02-03 21:09:45","1016215.000000"
"PYTHON-2108","april.schoffer","Closed","2020-01-23 02:52:50","2020-02-24 21:06:59","2830449.000000"
"PYTHON-2107","april.schoffer","Open","2020-01-22 20:40:06","2020-01-27 21:07:09","433623.000000"
"PYTHON-2107","shane.harvey","Closed","2020-01-22 20:40:06","2020-02-27 20:12:18","3108732.000000"
"PYTHON-2106","april.schoffer","Open","2020-01-22 20:36:27","2020-01-27 21:07:37","433870.000000"
"PYTHON-2106","shane.harvey","Closed","2020-01-22 20:36:27","2020-02-19 03:07:49","2356282.000000"
"PYTHON-2105","april.schoffer","Open","2020-01-22 20:27:43","2020-01-27 21:08:23","434440.000000"
"PYTHON-2105","shane.harvey","Closed","2020-01-22 20:27:43","2021-10-27 16:52:54","55628711.000000"
"PYTHON-2104","april.schoffer","Open","2020-01-22 20:25:45","2020-01-27 21:09:07","434602.000000"
"PYTHON-2104","april.schoffer","Scheduled","2020-01-22 20:25:45","2020-02-24 21:22:52","2854627.000000"
"PYTHON-2104","shane.harvey","Closed","2020-01-22 20:25:45","2020-02-25 21:08:37","2940172.000000"
"PYTHON-2103","april.schoffer","Open","2020-01-22 20:24:18","2020-01-27 21:09:50","434732.000000"
"PYTHON-2103","alexander.golin","Scheduled","2020-01-22 20:24:18","2020-05-18 20:24:38","10108820.000000"
"PYTHON-2103","shane.harvey","In Code Review","2020-01-22 20:24:18","2020-06-10 01:00:12","12026154.000000"
"PYTHON-2103","shane.harvey","Closed","2020-01-22 20:24:18","2020-06-24 21:54:10","13310992.000000"
"PYTHON-2102","april.schoffer","Waiting (Blocked)","2020-01-21 17:49:46","2020-01-27 21:10:18","530432.000000"
"PYTHON-2102","shane.harvey","Open","2020-01-21 17:49:46","2020-03-06 19:26:10","3893784.000000"
"PYTHON-2102","shane.harvey","In Code Review","2020-01-21 17:49:46","2020-03-13 22:03:44","4508038.000000"
"PYTHON-2102","shane.harvey","Closed","2020-01-21 17:49:46","2020-03-16 23:37:29","4772863.000000"
"PYTHON-2101","prashant.mital","In Progress","2020-01-21 03:39:00","2020-01-24 01:53:26","252866.000000"
"PYTHON-2101","prashant.mital","In Code Review","2020-01-21 03:39:00","2020-01-24 02:01:51","253371.000000"
"PYTHON-2101","prashant.mital","Closed","2020-01-21 03:39:00","2020-01-24 22:13:27","326067.000000"
"PYTHON-2100","shane.harvey","Scheduled","2020-01-17 21:06:08","2020-01-17 21:16:22","614.000000"
"PYTHON-2100","april.schoffer","In Progress","2020-01-17 21:06:08","2020-01-30 15:05:04","1101536.000000"
"PYTHON-2100","shane.harvey","Closed","2020-01-17 21:06:08","2020-07-08 21:03:44","14947056.000000"
"PYTHON-2100","alexander.golin","In Progress","2020-01-17 21:06:08","2020-07-09 23:36:49","15042641.000000"
"PYTHON-2100","shane.harvey","Closed","2020-01-17 21:06:08","2020-07-14 18:51:20","15457512.000000"
"PYTHON-2099","april.schoffer","Open","2020-01-17 20:59:03","2020-01-27 21:10:36","864693.000000"
"PYTHON-2099","shane.harvey","In Progress","2020-01-17 20:59:03","2020-05-12 18:51:55","10014772.000000"
"PYTHON-2099","shane.harvey","In Code Review","2020-01-17 20:59:03","2020-05-12 18:56:33","10015050.000000"
"PYTHON-2099","shane.harvey","Closed","2020-01-17 20:59:03","2020-05-12 21:57:20","10025897.000000"
"PYTHON-2098","april.schoffer","Open","2020-01-16 00:12:56","2020-01-27 21:11:07","1025891.000000"
"PYTHON-2098","shane.harvey","In Code Review","2020-01-16 00:12:56","2020-02-08 00:31:48","1988332.000000"
"PYTHON-2098","shane.harvey","Closed","2020-01-16 00:12:56","2020-02-11 19:58:49","2317553.000000"
"PYTHON-2097","april.schoffer","Open","2020-01-15 02:22:55","2020-01-27 21:11:33","1104518.000000"
"PYTHON-2097","april.schoffer","Scheduled","2020-01-15 02:22:55","2020-02-24 21:22:41","3524386.000000"
"PYTHON-2097","prashant.mital","In Progress","2020-01-15 02:22:55","2020-03-02 19:22:57","4122002.000000"
"PYTHON-2097","prashant.mital","Closed","2020-01-15 02:22:55","2020-03-05 19:25:37","4381362.000000"
"PYTHON-2096","april.schoffer","Open","2020-01-14 18:50:47","2020-01-27 21:12:11","1131684.000000"
"PYTHON-2096","alexander.golin","Scheduled","2020-01-14 18:50:47","2021-06-29 17:11:41","45958854.000000"
"PYTHON-2096","shane.harvey","In Progress","2020-01-14 18:50:47","2021-07-08 22:13:59","46754592.000000"
"PYTHON-2096","shane.harvey","In Code Review","2020-01-14 18:50:47","2021-07-08 22:43:42","46756375.000000"
"PYTHON-2096","shane.harvey","Closed","2020-01-14 18:50:47","2021-07-09 18:03:36","46825969.000000"
"PYTHON-2094","prashant.mital","Closed","2020-01-13 21:13:56","2020-01-15 21:35:36","174100.000000"
"PYTHON-2093","daniel.aprahamian","Open","2019-10-23 18:34:50","2019-10-29 19:22:05","521235.000000"
"PYTHON-2093","rathi.gnanasekaran","Waiting (Blocked)","2019-10-23 18:34:50","2019-10-30 21:26:50","615120.000000"
"PYTHON-2093","rathi.gnanasekaran","Open","2019-10-23 18:34:50","2019-11-01 14:53:09","764299.000000"
"PYTHON-2093","rathi.gnanasekaran","Scheduled","2019-10-23 18:34:50","2019-11-01 15:23:21","766111.000000"
"PYTHON-2093","matt.broadstone","In Progress","2019-10-23 18:34:50","2019-11-12 15:32:36","1717066.000000"
"PYTHON-2093","daniel.aprahamian","Scheduled","2019-10-23 18:34:50","2019-11-19 20:22:02","2339232.000000"
"PYTHON-2093","esha.bhargava","In Progress","2019-10-23 18:34:50","2020-01-07 22:30:39","6580549.000000"
"PYTHON-2093","behackett","In Code Review","2019-10-23 18:34:50","2020-01-30 16:32:40","8546270.000000"
"PYTHON-2093","behackett","In Progress","2019-10-23 18:34:50","2020-02-07 02:32:50","9187080.000000"
"PYTHON-2093","behackett","Open","2019-10-23 18:34:50","2020-02-20 22:56:58","10383728.000000"
"PYTHON-2093","behackett","In Code Review","2019-10-23 18:34:50","2020-02-21 20:40:54","10461964.000000"
"PYTHON-2093","behackett","Open","2019-10-23 18:34:50","2020-02-21 21:06:27","10463497.000000"
"PYTHON-2093","april.schoffer","Scheduled","2019-10-23 18:34:50","2020-03-09 20:20:46","11929556.000000"
"PYTHON-2093","april.schoffer","Closed","2019-10-23 18:34:50","2020-03-09 20:22:36","11929666.000000"
"PYTHON-2092","shane.harvey","In Code Review","2020-01-03 00:20:58","2020-01-03 01:03:59","2581.000000"
"PYTHON-2092","shane.harvey","Closed","2020-01-03 00:20:58","2020-01-03 20:56:24","74126.000000"
"PYTHON-2091","shane.harvey","Open","2019-12-26 20:05:39","2019-12-26 20:05:49","10.000000"
"PYTHON-2091","shane.harvey","Closed","2019-12-26 20:05:39","2021-11-20 00:18:16","59976757.000000"
"PYTHON-2090","shane.harvey","Waiting for Reporter","2019-12-25 04:58:50","2019-12-26 17:45:57","132427.000000"
"PYTHON-2090","shane.harvey","Investigating","2019-12-25 04:58:50","2019-12-26 17:51:02","132732.000000"
"PYTHON-2090","shane.harvey","Waiting for Reporter","2019-12-25 04:58:50","2019-12-26 20:07:01","140891.000000"
"PYTHON-2090","eric_ren@aliyun.com","Investigating","2019-12-25 04:58:50","2019-12-27 03:03:46","165896.000000"
"PYTHON-2090","april.schoffer","Closed","2019-12-25 04:58:50","2020-02-03 21:12:28","3514418.000000"
"PYTHON-2089","shane.harvey","In Code Review","2019-12-18 09:32:09","2019-12-19 01:34:57","57768.000000"
"PYTHON-2089","shane.harvey","Closed","2019-12-18 09:32:09","2019-12-23 16:20:39","456510.000000"
"PYTHON-2088","shane.harvey","Open","2019-12-17 21:29:44","2019-12-23 20:30:34","514850.000000"
"PYTHON-2088","shane.harvey","In Code Review","2019-12-17 21:29:44","2020-02-19 03:04:55","5463311.000000"
"PYTHON-2088","shane.harvey","Closed","2019-12-17 21:29:44","2020-02-25 00:35:25","5972741.000000"
"PYTHON-2087","shane.harvey","Closed","2019-12-17 21:29:14","2019-12-17 21:42:57","823.000000"
"PYTHON-2086","shane.harvey","Open","2019-12-17 21:28:14","2019-12-23 20:30:24","514930.000000"
"PYTHON-2086","shane.harvey","In Progress","2019-12-17 21:28:14","2021-12-09 21:56:38","62468904.000000"
"PYTHON-2086","shane.harvey","Closed","2019-12-17 21:28:14","2021-12-09 22:04:46","62469392.000000"
"PYTHON-2085","shane.harvey","Open","2019-12-17 21:27:35","2019-12-23 20:31:55","515060.000000"
"PYTHON-2085","shane.harvey","Closed","2019-12-17 21:27:35","2020-04-06 21:36:18","9590923.000000"
"PYTHON-2084","shane.harvey","Open","2019-12-17 19:38:54","2019-12-23 20:26:14","521240.000000"
"PYTHON-2084","shane.harvey","Scheduled","2019-12-17 19:38:54","2019-12-23 20:27:41","521327.000000"
"PYTHON-2084","behackett","In Progress","2019-12-17 19:38:54","2020-02-04 01:19:54","4167660.000000"
"PYTHON-2084","behackett","Closed","2019-12-17 19:38:54","2020-02-04 02:23:09","4171455.000000"
"PYTHON-2083","shane.harvey","Waiting for Reporter","2019-12-15 14:32:07","2019-12-16 23:21:57","118190.000000"
"PYTHON-2083","shane.harvey","Investigating","2019-12-15 14:32:07","2019-12-17 19:56:02","192235.000000"
"PYTHON-2083","shane.harvey","Waiting for Reporter","2019-12-15 14:32:07","2019-12-26 20:07:26","970519.000000"
"PYTHON-2083","april.schoffer","Closed","2019-12-15 14:32:07","2020-01-27 21:13:40","3739293.000000"
"PYTHON-2082","april.schoffer","Open","2019-12-11 18:24:35","2019-12-16 21:26:44","442929.000000"
"PYTHON-2082","shane.harvey","In Progress","2019-12-11 18:24:35","2020-05-09 01:09:32","12897897.000000"
"PYTHON-2082","shane.harvey","In Code Review","2019-12-11 18:24:35","2020-05-14 21:46:45","13404130.000000"
"PYTHON-2082","shane.harvey","Closed","2019-12-11 18:24:35","2020-05-19 18:24:26","13823991.000000"
"PYTHON-2081","shane.harvey","Closed","2019-12-10 20:56:06","2019-12-11 01:07:18","15072.000000"
"PYTHON-2080","shane.harvey","Closed","2019-12-10 18:37:03","2019-12-10 19:10:03","1980.000000"
"PYTHON-2080","shane.harvey","Closed","2019-12-10 18:37:03","2019-12-10 19:10:32","2009.000000"
"PYTHON-2079","behackett","Closed","2019-12-10 07:19:26","2019-12-10 16:57:43","34697.000000"
"PYTHON-2078","shane.harvey","Closed","2019-12-09 19:55:43","2019-12-10 18:28:11","81148.000000"
"PYTHON-2076","april.schoffer","Open","2019-12-05 23:51:09","2019-12-16 21:20:20","941351.000000"
"PYTHON-2076","JIRAUSER1253561","In Progress","2019-12-05 23:51:09","2020-06-26 21:02:14","17615465.000000"
"PYTHON-2076","prashant.mital","Closed","2019-12-05 23:51:09","2020-07-10 03:27:38","18761789.000000"
"PYTHON-2075","april.schoffer","Open","2019-12-05 20:32:18","2019-12-16 21:19:44","953246.000000"
"PYTHON-2075","april.schoffer","Scheduled","2019-12-05 20:32:18","2019-12-16 21:29:44","953846.000000"
"PYTHON-2075","alexander.golin","Needs Triage","2019-12-05 20:32:18","2020-07-08 17:17:00","18650682.000000"
"PYTHON-2075","alexander.golin","Open","2019-12-05 20:32:18","2020-07-15 16:44:17","19253519.000000"
"PYTHON-2075","matt.broadstone","Scheduled","2019-12-05 20:32:18","2020-10-02 18:59:27","26087229.000000"
"PYTHON-2075","shane.harvey","In Progress","2019-12-05 20:32:18","2020-10-02 21:16:36","26095458.000000"
"PYTHON-2075","shane.harvey","In Code Review","2019-12-05 20:32:18","2020-10-03 01:01:51","26108973.000000"
"PYTHON-2075","shane.harvey","Closed","2019-12-05 20:32:18","2020-10-12 19:22:05","26952587.000000"
"PYTHON-2074","prashant.mital","In Code Review","2019-12-04 15:41:18","2019-12-04 16:28:30","2832.000000"
"PYTHON-2074","prashant.mital","Closed","2019-12-04 15:41:18","2019-12-05 04:35:11","46433.000000"
"PYTHON-2073","april.schoffer","Scheduled","2019-12-04 15:16:34","2019-12-16 21:18:38","1058524.000000"
"PYTHON-2073","shane.harvey","In Code Review","2019-12-04 15:16:34","2020-02-10 22:29:18","5901164.000000"
"PYTHON-2073","shane.harvey","Closed","2019-12-04 15:16:34","2020-02-10 22:50:23","5902429.000000"
"PYTHON-2072","shane.harvey","In Progress","2019-12-04 15:14:27","2019-12-12 23:04:57","719430.000000"
"PYTHON-2072","shane.harvey","Closed","2019-12-04 15:14:27","2019-12-26 20:02:01","1918054.000000"
"PYTHON-2071","april.schoffer","Open","2019-12-04 12:46:49","2019-12-16 21:14:53","1067284.000000"
"PYTHON-2070","shane.harvey","In Code Review","2019-12-03 01:07:20","2019-12-03 01:17:23","603.000000"
"PYTHON-2070","shane.harvey","Closed","2019-12-03 01:07:20","2019-12-03 20:28:32","69672.000000"
"PYTHON-2069","april.schoffer","Scheduled","2019-12-03 01:02:01","2019-12-16 21:13:38","1195897.000000"
"PYTHON-2069","april.schoffer","Needs Triage","2019-12-03 01:02:01","2020-03-30 20:20:35","10264714.000000"
"PYTHON-2069","april.schoffer","Closed","2019-12-03 01:02:01","2020-03-30 20:20:45","10264724.000000"
"PYTHON-2069","shane.harvey","Closed","2019-12-03 01:02:01","2020-03-30 20:25:19","10264998.000000"
"PYTHON-2068","april.schoffer","Scheduled","2019-12-02 23:34:46","2019-12-16 21:12:19","1201053.000000"
"PYTHON-2068","shane.harvey","In Code Review","2019-12-02 23:34:46","2020-01-25 01:11:04","4584978.000000"
"PYTHON-2068","shane.harvey","Closed","2019-12-02 23:34:46","2020-01-25 01:34:42","4586396.000000"
"PYTHON-2067","april.schoffer","Scheduled","2019-12-02 23:12:36","2019-12-16 21:11:47","1202351.000000"
"PYTHON-2067","shane.harvey","Closed","2019-12-02 23:12:36","2019-12-17 01:17:39","1217103.000000"
"PYTHON-2066","shane.harvey","Waiting for Reporter","2019-12-02 08:36:39","2019-12-06 18:07:12","379833.000000"
"PYTHON-2066","ravi.pithadiya@vinculumgroup.com","Investigating","2019-12-02 08:36:39","2019-12-09 13:10:20","621221.000000"
"PYTHON-2066","behackett","Closed","2019-12-02 08:36:39","2019-12-10 19:33:35","730616.000000"
"PYTHON-2065","rathi.gnanasekaran","Investigating","2019-11-25 11:36:52","2019-11-26 21:06:17","120565.000000"
"PYTHON-2065","prashant.mital","Waiting for Reporter","2019-11-25 11:36:52","2019-12-03 16:28:53","708721.000000"
"PYTHON-2065","santhosh@atlan.com","Investigating","2019-11-25 11:36:52","2019-12-06 10:33:35","946603.000000"
"PYTHON-2065","prashant.mital","Closed","2019-11-25 11:36:52","2019-12-06 13:13:33","956201.000000"
"PYTHON-2064","sara.williamson","Scheduled","2019-11-22 01:28:58","2019-11-25 16:49:53","314455.000000"
"PYTHON-2064","sara.williamson","Open","2019-11-22 01:28:58","2019-11-25 16:50:18","314480.000000"
"PYTHON-2064","mark.benvenuto","In Code Review","2019-11-22 01:28:58","2019-12-03 18:37:29","1012111.000000"
"PYTHON-2064","shane.harvey","Closed","2019-11-22 01:28:58","2019-12-10 18:06:22","1615044.000000"
"PYTHON-2063","prashant.mital","In Progress","2019-11-22 00:21:04","2019-11-22 00:22:09","65.000000"
"PYTHON-2063","prashant.mital","Closed","2019-11-22 00:21:04","2019-11-22 01:14:34","3210.000000"
"PYTHON-2062","rathi.gnanasekaran","Investigating","2019-11-21 21:34:33","2019-11-26 21:06:46","430333.000000"
"PYTHON-2062","shane.harvey","Waiting for Reporter","2019-11-21 21:34:33","2019-12-03 20:20:29","1032356.000000"
"PYTHON-2062","kevin.boehme@aruplab.com","Investigating","2019-11-21 21:34:33","2019-12-05 17:37:09","1195356.000000"
"PYTHON-2062","shane.harvey","Closed","2019-11-21 21:34:33","2019-12-05 21:12:10","1208257.000000"
"PYTHON-2061","shane.harvey","In Code Review","2019-11-21 03:19:20","2019-11-21 18:40:23","55263.000000"
"PYTHON-2061","shane.harvey","Closed","2019-11-21 03:19:20","2019-11-22 22:57:31","157091.000000"
